Ticker,Name,Price,30 Day Price Change,Drug,NCT Number,Indication,Stage,Status,Next Catalyst,Catalyst Date,Catalyst,Conference,Historical LOA,Historical POP,Bullish or Bearish,Market Cap,Last Updated,No Of Shares
NMRA,Neumora Therapeutics Inc.,1.8450,2.31; 2.3; 2.33; 1.94; 1.83; 1.87; 1.9; 1.78; 1.97; 1.84; 1.77; 1.67; 1.72; 1.85; 1.85; 1.84; 1.86; 1.88; 1.85,NMRA-861,,Stable schizophrenia,phase1,Enrollment Initiation,,2026-08-31,"Phase 1 data due in mid-2026. Phase 1 trial initiated July 9, 2025.",,10.76,60.67,Bull -% / Neutral -% / Bear -%,341849430,2026-01-05 07:17:43,185284244
SION,Sionna Therapeutics Inc.,41.1400,40.45; 40.97; 43.29; 43.31; 44.23; 45.95; 40.94; 43.12; 42.77; 40.22; 39.24; 37.68; 39.5; 41.75; 41.13; 42.88; 43.43; 42.8; 42.82,SION-451 + SION-109,NCT07035990,Healthy volunteers,phase1,Trial Planned,Topline Data,2026-08-31,Phase 1 trial data due in mid-2026.,,14.11,62.47,Bull -% / Neutral -% / Bear -%,1857484576,2026-05-12 09:51:54,45150330
SION,Sionna Therapeutics Inc.,41.1400,40.45; 40.97; 43.29; 43.31; 44.23; 45.95; 40.94; 43.12; 42.77; 40.22; 39.24; 37.68; 39.5; 41.75; 41.13; 42.88; 43.43; 42.8; 42.82,SION-451 + Galicaftor (SION-2222),NCT07035990,Healthy volunteers,phase1,Ongoing,Topline Data,2026-08-31,Phase 1 trial commenced with topline data expected mid-2026.,,14.11,62.47,Bull -% / Neutral -% / Bear -%,1857484576,2026-05-12 09:51:17,45150330
STRO,Sutro Biopharma Inc.,27.8100,38.39; 37.32; 37.69; 39.83; 40.24; 39.31; 40.91; 39.6; 38.42; 38.97; 34.48; 31.67; 31.13; 30.62; 25.57; 27.38; 29.69; 29.63; 29.23,STRO-004,,Solid tumors,phase1,Enrollment Initiation,Initial Data,2026-08-31,"Phase 1 initial clinical data expected in mid-2026. Phase 1 first cohort dosed December 3, 2025.",,9.87,60.87,Bull -% / Neutral -% / Bear -%,460823909,2026-05-14 16:53:11,16570439
ARGX,argenx SE,837.4750,811.09; 794.7; 807.55; 787.31; 782.17; 813.28; 812.81; 802.7; 822.13; 799.32; 776.26; 797.77; 804.25; 816.22; 806.46; 808.43; 820.63; 838.49; 835.99,Empasiprubart - (VARVARA),,Delayed graft function (DGF),phase1,Ongoing,Topline Data,2026-08-31,Proof of concept study topline results now expected mid 2026.,,14.11,62.47,Bull -% / Neutral -% / Bear -%,51976117128,2026-02-26 11:14:05,62062888
CNTX,Context Therapeutics Inc.,2.8750,2.3; 2.44; 2.41; 2.33; 2.38; 2.39; 2.48; 2.36; 2.33; 2.16; 2.15; 2.17; 2.23; 2.4; 2.6; 2.63; 2.98; 2.83; 2.85,CT-95 (mesothelin),,Solid tumors,phase1,Enrollment Initiation,Initial Data,2026-08-31,"Phase 1 first patient dosed April 9, 2025. Phase 1a initial data due in mid-2026.",,9.87,60.87,Bull -% / Neutral -% / Bear -%,264152634,2025-11-07 08:45:36,91879177
PYXS,Pyxis Oncology Inc.,1.7850,1.76; 1.83; 2.3; 2.26; 2.74; 2.75; 2.6; 2.62; 2.21; 2.28; 2.02; 1.91; 2; 1.94; 1.96; 1.63; 1.73; 1.78; 1.8,micvotabart pelidotin (PYX-201-101) - (MICVO),NCT05720117,Solid tumors,phase1,Data Released,Interim Data,2026-08-31,"Phase 1 expansion study target enrolment completed in 1Q 2026 with updated data expected mid-2026. Phase 1/2 data update due in 2H 2026. Phase 1/2 data reported a 46% confirmed objective response rate (ORR) and 92% disease control rate (DCR) observed with MICVO as monotherapy and a 71% confirmed ORR and 100% DCR observed with MICVO in combination with KEYTRUDA® (pembrolizumab) in 1L/2L+ R/M HNSCC at 3.6 mg/kg and 4.4 mg/kg, noted December 18, 2025.",,9.87,60.87,Bull 100% / Neutral 0% / Bear 0%,113089535,2026-03-23 11:00:03,63355482
DAWN,Day One Biopharmaceuticals Inc.,21.5300,,Emiltatug Ledadotin (XMT-1660) - (Emi-Le),,Metastatic triple-negative breast cancer (TNBC),phase1,Data Released,Initial Data,2026-08-31,"Phase 1 clinical data by mid-2026. Data from ASCO reported a 31% confirmed ORR (8 responses in 26 evaluable patients) across B7-H4 high tumors at intermediate doses and a 44% confirmed ORR (7 responses in 16 evaluable patients) in the subset of patients with ≤4 prior lines of therapy, noted June 2, 2025.",,9.87,60.87,Bull 100% / Neutral 0% / Bear 0%,2223999287,2026-01-11 19:26:56,103297691
CLRB,Cellectar Biosciences Inc.,3.0566,2.83; 3.18; 3.53; 3.3; 3.1; 3.06; 2.92; 2.94; 3.2; 3.09; 3.14; 3.06; 3.17; 3.17; 3.2; 3.1; 3.14; 3.14; 3.14,CLR 125,,Triple-Negative Breast Cancer (TNBC),phase1,Ongoing,Interim Data,2026-08-31,"Phase 1b trial protocol submitted June 24, 2025. Phase 1b interim data expected in mid-2026.",,9.87,60.87,Bull -% / Neutral -% / Bear -%,24427773,2026-01-09 11:21:00,7991812
CRBP,Corbus Pharmaceuticals Holdings Inc.,7.7950,10.52; 10.67; 10.92; 10.87; 10.96; 11.04; 11.43; 12.15; 11.98; 11.03; 9.95; 9.15; 9.73; 11.51; 11.35; 7.91; 7.82; 7.64; 7.91,CRB-913 - (CANYON-1),NCT07310901,Obesity,phase1,Enrollment Conclusion,Topline Data,2026-08-31,"Phase 1b topline data due in summer 2026 (est. mid-2026). Phase 1a SAD and MAD data reported a placebo-adjusted mean weight loss of 2.9% was observed at Day 14, noted December 11, 2025.",,13.08,63.32,Bull -% / Neutral -% / Bear -%,144424162,2026-05-14 08:31:28,18527795
NTHI,NeOnc Technologies Holdings Inc.,4.4899,4.14; 4.99; 5.31; 6.49; 5.45; 5.5; 5.51; 5.42; 5.46; 5.5; 5.34; 5.48; 5.42; 5.36; 5.34; 5.14; 4.835; 4.79; 4.64,NEO100,NCT02704858,Recurrent WHO Grade III/IV IDH1-mutant astrocytoma,phase1,Data Released,Initial Data,2026-08-31,"Phase 2a data readout in approximately five months (~August 2026). Phase 1/2a data reported a significant radiographic remission in 6 of 25 patients (24%), noted on December 15, 2025.",,7.66,60.87,Bull -% / Neutral -% / Bear -%,116796379,2026-05-18 09:22:07,26013136
IRD,Opus Genetics Inc.,4.2250,5.22; 5.2; 5.26; 5.36; 4.99; 5.12; 5.18; 5.03; 4.97; 4.8; 4.44; 4.26; 4.44; 4.29; 4.26; 4.09; 4.14; 4.2; 4.36,OPGx-BEST1,NCT07185256,Bestrophin-1 (BEST1)-related IRD.,phase1,Ongoing,Full Results,2026-08-31,"Phase 1/2 initial from sentinel participant showed OPGx-BEST1 was well tolerated with no ocular inflammation, treatment-related adverse events, or dose-limiting toxicities at three months, noted February 27, 2026. Phase 1/2 full cohort data expected in mid-2026",,12.43,71.87,Bull -% / Neutral -% / Bear -%,343896152,2026-05-08 11:46:27,81395539
NGNE,Neurogene Inc.,28.3543,28.22; 28.94; 32.33; 31.26; 30.78; 30.89; 31.54; 32.62; 31.27; 29.82; 27.98; 26.88; 26.95; 27.61; 27.71; 27.1; 26.87; 27.5; 28.34,NGN-401 - (Embolden),NCT05898620,Rett Syndrome,phase1,Data Released,Full Results,2026-08-31,"Dosing to be completed in 2Q 2026, with data due in mid-2026/  Phase 1/2 data reported that show that all pediatric participants, regardless of baseline disease severity, have gained developmental milestones/skills or experienced functional gains, with durability and continued skill acquisition over time, noted November 12, 2025. Phase 1 dosing commenced,  noted on November 6, 2025.",,11.46,62.47,Bull -% / Neutral -% / Bear -%,448051842,2026-03-24 07:52:07,15801901
RYTM,Rhythm Pharmaceuticals Inc.,88.4650,85.58; 92.31; 96.61; 96.23; 94.17; 87.39; 91.31; 93.72; 93.63; 90.52; 86.84; 87.21; 90.64; 90.19; 87.84; 89.82; 91.42; 92.98; 88.32,RM-718,NCT06239116,Hypothalamic Obesity,phase1,Ongoing,Interim Data,2026-08-31,"Phase 1/2 Part C enrolment completed in 1Q 2026 with results expected mid-2026. art D trial evaluating RM-718 in PWS in the 2H 2026. RM-718 demonstrated potential to reduce body weight and hyperphagia with a favorable safety profile and no hyperpigmentation in pre-clinical studies, noted December 6, 2023.  Phase 1 trial dosing initiated, noted March 25, 2024.",,10.68,63.32,Bull -% / Neutral -% / Bear -%,6062737078,2026-05-05 15:14:26,68532607
CABA,Cabaletta Bio Inc.,3.7950,3.83; 4.15; 3.73; 4; 3.88; 3.82; 3.63; 3.59; 3.61; 3.31; 3.29; 3.27; 3.44; 3.69; 3.65; 3.72; 3.83; 3.77; 3.78,"Resecabtagene autoleucel (rese-cel, formerly referred to as CABA-201) - (RESET-MG)",NCT06359041,Generalized myasthenia gravis (gMG),phase1,Enrollment Initiation,Interim Data,2026-08-31,"Additional update due in mid-2026. Phase 1/2 data presented at AAN on April 20, 2026. IND cleared by FDA, noted November 6, 2023.",,10.17,63.27,Bull -% / Neutral -% / Bear -%,618792951,2026-04-21 08:50:26,163054796
TRDA,Entrada Therapeutics Inc.,6.8400,15.79; 15.75; 16.03; 6.85; 6.84; 7; 7.12; 7.32; 6.83; 6.38; 5.89; 5.65; 6.04; 6.31; 6.56; 6.7; 6.63; 6.82; 7.07,ENTR-601-45 - (ELEVATE-45-201),NCT07038824,Duchenne Muscular Dystrophy,phase1,Enrollment Initiation,Initial Data,2026-08-31,Phase 1/2 trial ongoing with data due in mid-2026.,,11.49,65.07,Bull -% / Neutral -% / Bear -%,265533013,2026-05-07 08:52:23,38820616
AURA,Aura Biosciences Inc.,7.3700,8.35; 8.9; 8.29; 8.2; 8.4; 8.19; 7.93; 8.02; 7.98; 7.74; 7.47; 7.39; 7.47; 7.65; 7.6; 7.61; 7.66; 7.5; 7.47,Belzupacap sarotalocan (AU-011),,Non-muscular invasive bladder cancer (NMIBC),phase1,Ongoing,Initial Data,2026-08-31,Phase 1b/2 data due in mid-2026.,,7.66,60.87,Bull 100% / Neutral 0% / Bear 0%,761958932,2026-05-12 12:33:36,103386558
QTTB,Q32 Bio Inc.,12.0527,5.04; 5.14; 5.47; 5.44; 5.37; 5.18; 5.81; 5.94; 6.25; 6.3; 5.75; 6.07; 5.67; 5.5; 5.8; 7.09; 12.85; 10.31; 11.05,Bempikibart - (SIGNAL-AA),NCT06018428,Alopecia areata (AA),phase2,Enrollment Conclusion,Topline Data,2026-08-31,"Phase 2a enrollment completed, noted October 21, 2025. Phase 2a trial of bempikibart in alopecia areata ongoing with topline data expected mid-2026. Phase 2a initial data presented at AAD reported that at week 24, patients with a SALT score of 50-100 treated with bempikibart (n=23) showed a mean reduction in SALT score of 16% vs a reduction of 2% in the placebo group (n=4). A Wilcoxon Rank Sum test yielded a p-value of 0.045, noted March 8, 2025.",,20.31,36.91,Bull -% / Neutral -% / Bear -%,204370583,2026-05-05 13:24:39,16956415
MGNX,MacroGenics Inc.,4.2150,3.2; 3.15; 3.01; 2.94; 3; 2.95; 3.52; 3.45; 4.16; 4.25; 4.35; 4.52; 4.46; 4.24; 4.53; 4.47; 4.38; 4.21; 4.16,Lorigerlimab - (LINNET),NCT06730347,Gynecologic cancers,phase2,Hold Removed,Interim Data,2026-08-31,"Phase 2 FDA partial hold removed, noted April 8, 2026. Phase 2 clinical hold announced February 23, 2026. MacroGenics continues to plan for a clinical update in mid-2026.",,16.21,33.71,Bull -% / Neutral -% / Bear -%,267918563,2026-04-08 16:43:31,63563123
ZBIO,Zenas BioPharma Inc.,18.2250,21.56; 20.76; 20.83; 19.27; 19.64; 20.4; 19.16; 19.93; 18.9; 18.34; 16.91; 17.84; 19.56; 19.84; 18.97; 18.73; 18.09; 18.56; 18.4,Obexelimab - (SunStone),NCT06559163,Systemic Lupus Erythematosus (SLE),phase2,Ongoing,Topline Data,2026-08-31,Phase 2 enrollment to be completed in  2025 and report topline results in mid-2026.,,20.31,36.91,Bull -% / Neutral -% / Bear -%,1150605796,2025-11-12 10:42:40,63133377
TYRA,Tyra Biosciences Inc.,30.8400,35.14; 33.93; 33.8; 32.9; 34.32; 34.01; 34.87; 36.19; 36.51; 37.04; 35.66; 33.78; 33.4; 33.02; 32.47; 33.59; 33.17; 32.68; 33.41,TYRA-300 - (SURF302),,Non-Muscle Invasive Bladder Cancer,phase2,Ongoing,Initial Data,2026-08-31,"IND cleared for Phase 2 trial on January 10, 2025. Phase 2 study dosing commenced, noted June 30, 2025. Phase 2 initial 3-month complete response (CR) data expected to be reported in Aug 2026.",,16.21,33.71,Bull -% / Neutral -% / Bear -%,1834066550,2026-05-13 08:10:29,59470381
CHRS,Coherus Oncology Inc.,1.6000,1.73; 1.79; 1.75; 1.76; 1.75; 1.95; 1.71; 1.705; 1.63; 1.57; 1.49; 1.48; 1.51; 1.57; 1.61; 1.64; 1.66; 1.65; 1.59,Casdozokitug/toripalimab/bevacizumab,NCT06679985,Unresectable locally advanced or metastatic hepatocellular carcinoma (HCC),phase2,Data Released,Initial Data,2026-08-31,"Phase 2 data due in mid-2026. Phase 2 study in combination with atezolizumab/bevacizumab, final data demonstrate durability of response and improvement in depth of response including a 17.2% complete response rate, noted January 22, 2025.",,16.21,33.71,Bull -% / Neutral -% / Bear -%,246799840,2026-05-12 07:53:59,154249900
SLN,Silence Therapeutics Plc,6.6100,7.29; 7.14; 7.36; 6.95; 6.97; 7.17; 6.79; 6.98; 7.13; 6.1; 6.23; 5.77; 6.24; 6.49; 6.2; 6.64; 6.8; 6.86; 6.9,Divesiran (SLN124) - (SANRECO),NCT05499013,Polycythemia Vera,phase2,Enrollment Conclusion,Topline Data,2026-08-31,"Phase 2 topline data planned for August 2026. Phase 2 enrollment completed October 23, 2025. Phase 2 data reported that therapeutic phlebotomies were essentially eliminated and mean hematocrit (HCT) levels were lowered and maintained to ≤ 45% for all cohorts regardless of baseline levels, noted June 12, 2025.",,16.21,33.71,Bull -% / Neutral -% / Bear -%,309348000,2026-05-07 14:04:25,46800000
ELTX,Elicio Therapeutics Inc.,11.6200,10.77; 10.59; 10.45; 10.01; 9.91; 11.61; 10.55; 11.3; 10.9; 10.63; 9.57; 9.17; 9.97; 9.9; 9.95; 10.03; 10.77; 10.61; 11.44,ELI-002 - (AMPLIFY-7P),NCT05726864,mKRAS-driven cancers,phase2,Data Released,Full Results,2026-08-31,"Phase 2 DFS endpoint analysis due in mid-2026. Phase 2 data demonstrated that a majority of evaluated patients (13 out of 15) treated with ELI-002 7P induced antigen spreading targeting non-mKRAS neoantigens that are not present in the ELI-002 7P targeted immunotherapy, noted December 11, 2025.",,16.21,33.71,Bull -% / Neutral -% / Bear -%,221780261,2026-05-12 08:55:19,19086081
ACAD,ACADIA Pharmaceuticals Inc.,21.3550,22.19; 22.35; 21.48; 22.56; 22.4; 21.8; 21.72; 22.18; 22.09; 21.4; 20.69; 20.48; 20.95; 21.32; 21.1; 21.26; 21.19; 21.63; 21.66,Remlifanserin (ACP-204) - (RADIANT),,Alzheimer's disease psychosis,phase2,Enrollment Initiation,Topline Data,2026-08-31,"Phase 2 trial initiated November 27, 2023. Phase 2 topline data due in mid-2026 (August - October 2026).",,17.74,34.96,Bull -% / Neutral -% / Bear -%,3656742004,2026-01-13 09:17:22,171235870
CNTB,Connect Biopharma Holdings Limited,2.4200,2.48; 2.47; 2.48; 2.33; 2.36; 2.34; 2.68; 2.45; 2.48; 2.38; 2.38; 2.19; 2.31; 2.36; 2.35; 2.4; 2.4; 2.38; 2.49,Rademikibart - (Seabreeze STAT Asthma),NCT06940141,Asthma,phase2,Enrollment Conclusion,Topline Data,2026-08-31,"Phase 2b topline data expected in mid-2026.  Phase 2b presentation due at ERS reported that a reduction in asthma exacerbations was observed in subgroups with at least one high type 2 inflammatory biomarker at baseline, with a 63% reduction in patients with high EOS and a 69% reduction in patients with high FeNO, noted September 29, 2025.",,17.94,29.61,Bull -% / Neutral -% / Bear -%,152372524,2026-05-12 09:34:44,62963853
EYPT,EyePoint Inc.,12.9600,13.85; 13.75; 13.35; 13.41; 13.66; 13.98; 13.62; 13.43; 13.24; 12.35; 11.7; 11.82; 12.5; 12.78; 12.93; 13.35; 13.16; 13.5; 13.58,DURAVYU (EYP-1901) - (LUGANO),NCT05381948,Wet age-related macular degeneration (AMD),phase2,Ongoing,Topline Data,2026-08-31,"Phase 3 trial dosing was initiated based on DAVIO-2 study results, noted October 24, 2024. Topline data 56-week expected in mid-2026.",,21.6,43.21,Bull 29% / Neutral 71% / Bear 0%,1086583222,2026-05-06 07:06:10,83841298
VALN,Valneva SE,5.9850,5.17; 5.29; 5.41; 5.56; 5.59; 6.3; 6; 5.87; 5.94; 5.68; 5.71; 5.76; 5.92; 5.87; 5.93; 6.05; 6.34; 6.3; 6.25,S4V2 Shigella Vaccine - (CHIM study),NCT06615375,Shigella,phase2,Ongoing,,2026-08-31,"Phase 2b trial data expected in mid-2026. Phase 2b first vaccination on November 13, 2024.",,29.37,45.96,Bull -% / Neutral -% / Bear -%,518945656,2026-05-13 05:03:34,86707712
LGVN,Longeveron Inc.,0.7721,0.8628; 0.8561; 0.8740000000000001; 0.8518; 0.8452; 0.8379; 0.7501; 0.755; 0.7026; 0.6705; 0.6761; 0.6733; 0.7065; 0.7211; 0.8202; 0.8109999999999999; 0.7949; 0.8149; 0.7722,Laromestrocel (lomecel-B) - (ELPIS II),NCT04925024,Hypoplastic Left Heart Syndrome,phase2,Data Released,Topline Data,2026-08-31,"Phase 2 topline results expected August 2026. BLA submission planned for 2026. Phase 2b independent DMC completed its review, with a rationale supporting laromestrocel and the clinical data generated to date. The study remained encouraged by the potential of our investigational therapy in HLHS, noted May 11, 2026.",,17.69,35.41,Bull 0% / Neutral 100% / Bear 0%,24396779,2026-05-12 15:11:33,31597952
